transaction_id,transaction_ts,customer_id,merchant_id,amount,currency,merchant_category,device_fingerprint,ip_geo_country,hour_of_day,day_of_week,customer_tenure_days,avg_monthly_spend,num_prev_tx_24h,is_fraud
11a35a28-1753-47a1-b11d-6438cc618c82,2025-09-08T07:02:29.015811,C19006,M1992,165.55,CAD,travel,D75219,US,7,0,2179,433.35,4,0
e4db52c0-58d4-4fc6-b955-919605782109,2025-10-08T19:50:27.015811,C14284,M1127,55.43,CAD,travel,D78898,IN,19,2,559,335.88,0,0
01e8731c-9921-423d-9a80-44063acee9f8,2025-10-05T15:29:33.015811,C7028,M926,183.54,CAD,entertainment,D46891,IN,15,6,1338,188.31,0,0
32429c02-041a-44ee-9d7d-f6f817a03481,2025-09-18T16:14:37.015811,C1435,M2085,97.39,CAD,grocery,D91794,CA,16,3,1357,287.17,2,0
525908a4-4b9d-4b23-97ea-d9e61edea018,2025-09-17T08:39:09.015811,C4082,M798,127.15,CAD,utilities,D91360,GB,8,2,2242,51.88,3,0
1cdfd80c-c80b-4dc5-8048-523e1b80c1a0,2025-08-28T04:17:44.015811,C15868,M536,81.68,CAD,utilities,D82640,CA,4,3,4479,439.86,0,0
f5dfd68c-17ea-4c7d-b93e-1ea791bd04e6,2025-08-28T23:41:07.015811,C18061,M1192,41.34,CAD,grocery,D67761,CA,23,3,1856,1040.76,3,0
ba7cb997-7e7f-4b6c-957f-11ea06b0875d,2025-09-17T02:01:34.015811,C17889,M3459,197.28,CAD,utilities,D32634,IN,2,2,3243,646.13,2,0
f2b74f23-c982-45f7-a43e-f0c1e4f01f7d,2025-09-05T19:24:35.015811,C18587,M2559,237.23,CAD,grocery,D77117,GB,19,4,2569,129.45,4,0
4946423f-da7f-496f-ae42-9a0fba86073d,2025-10-07T03:03:45.015811,C15656,M2960,78.67,CAD,utilities,D5832,GB,3,1,929,1009.61,4,0
fd491180-2ab6-49a2-b330-ff98e2e9d7f5,2025-09-22T16:54:28.015811,C13804,M2576,79.19,CAD,entertainment,D13109,IN,16,0,4746,218.61,0,0
9bebf419-c438-4078-8c67-d91ba8088ea2,2025-10-12T01:41:27.015811,C1611,M203,186.91,CAD,grocery,D17811,GB,1,6,4345,70.34,3,0
cc7da3ca-ad4a-4115-a342-a6941f0cfb48,2025-09-16T05:10:56.015811,C18244,M3563,127.88,CAD,grocery,D57122,GB,5,1,1326,34.8,2,0
7c71699d-fa71-43ac-8f4c-806fb8ee8198,2025-07-20T19:34:15.015811,C11934,M4015,288.41,CAD,utilities,D74870,AU,19,6,2528,798.39,1,0
62877706-28d0-4ebf-bef0-74aabfd434f9,2025-07-26T15:10:48.015811,C19943,M237,126.02,CAD,utilities,D33829,AU,15,5,3124,839.91,1,0
975d649c-297a-4b48-afbd-99e403a3234b,2025-09-10T03:27:49.015811,C9477,M444,44.44,CAD,entertainment,D45486,US,3,2,440,26.76,3,0
23906df0-c7cd-4da8-86d2-ccd97ac20cc3,2025-09-24T16:27:05.015811,C3881,M1433,55.64,CAD,utilities,D59235,AU,16,2,3919,641.69,3,0
d9ebd3e6-831e-431f-8589-ff30f109d1cc,2025-09-12T03:14:13.015811,C2207,M3197,87.18,CAD,retail,D65977,GB,3,4,4370,880.65,0,1
7c0ab415-ab1f-46c8-a96f-89e91824f453,2025-07-17T00:05:28.015811,C17592,M123,44.42,CAD,electronics,D63072,AU,0,3,4578,132.01,1,0
25d4c0a5-35e8-4844-bba1-28f0ca40dc2f,2025-07-19T03:15:31.015811,C11743,M3638,51.31,CAD,utilities,D21511,AU,3,5,624,145.12,1,0
8228a46e-6120-4455-a257-62efe42efaec,2025-08-22T11:28:41.015811,C8233,M1875,270.66,CAD,grocery,D56372,GB,11,4,4823,709.27,4,1
8ea1ca71-ba92-4246-8fd7-c531f92ed6c3,2025-08-20T00:25:06.015811,C11481,M1383,109.91,CAD,travel,D40602,US,0,2,1011,604.81,1,0
b7515173-dace-4eb7-8931-5c5fbec70c14,2025-07-19T12:10:47.015811,C8298,M2966,330.28,CAD,grocery,D4121,AU,12,5,2085,248.97,5,0
51568f8b-b99d-4bb2-9ce0-7b77dfa08285,2025-08-01T23:47:58.015811,C4773,M1613,52.58,CAD,electronics,D58649,GB,23,4,4402,523.92,3,0
4e1986a4-fcf4-4194-aa07-82d58b47d118,2025-08-13T13:02:13.015811,C2781,M3693,130.01,CAD,utilities,D31837,GB,13,2,1363,390.22,4,0
4fdb54d4-06f0-4757-b3fd-f532414b8713,2025-08-07T07:13:25.015811,C5562,M597,12.1,CAD,utilities,D8818,IN,7,3,3171,215.35,1,0
9345cf87-37a6-4b5c-9133-66a29fd2d579,2025-08-14T16:47:15.015811,C7522,M2663,258.16,CAD,retail,D81806,US,16,3,2712,1078.04,0,1
19af26b9-68d7-4888-98fa-86a9ffe245aa,2025-07-15T09:53:14.015811,C3403,M4217,33.43,CAD,grocery,D66212,GB,9,1,4213,1469.78,2,0
9dd4d276-95e7-4949-be66-2d9a3f8a32df,2025-09-15T17:48:19.015811,C8327,M2084,599.44,CAD,grocery,D56033,CA,17,0,4356,186.32,2,0
906fe408-d256-4241-ba5f-633843c4f7a3,2025-08-27T16:29:34.015811,C19752,M1782,133.7,CAD,retail,D84121,GB,16,2,1974,562.74,4,0
f3078f51-f671-4a79-a3c0-44fceeff0cf7,2025-08-25T01:02:51.015811,C16794,M2093,459.23,CAD,utilities,D74436,IN,1,0,3487,820.73,5,0
d994a09c-f35e-4ad5-8347-39fc9fe98295,2025-09-13T02:22:34.015811,C10306,M3943,180.2,CAD,grocery,D35946,AU,2,5,1127,214.61,0,0
ab95969d-91d8-437b-bdb4-d76a657941f6,2025-08-15T17:38:07.015811,C17710,M3124,251.87,CAD,retail,D26704,IN,17,4,1855,496.37,1,0
3ec34ccd-471b-4798-8f55-fc44d25a1fc4,2025-07-27T21:16:34.015811,C3382,M1237,219.73,CAD,grocery,D20594,IN,21,6,1722,413.8,4,0
eeeace37-7a2d-48fe-8bd6-967192d7f5f9,2025-09-22T05:22:28.015811,C5498,M1194,47.77,CAD,retail,D30150,US,5,0,18,37.47,3,0
ef9f9a78-adde-4c72-b3ad-d287a824ecb3,2025-09-05T23:30:39.015811,C3756,M372,204.66,CAD,travel,D88702,AU,23,4,3165,127.79,2,0
95e11fb3-60c1-40d0-a7a4-33d651a19e64,2025-09-05T13:27:35.015811,C3046,M2366,31.17,CAD,utilities,D37928,GB,13,4,1999,559.22,4,0
3171e333-a3db-47f2-bd57-bf691394c3ef,2025-07-28T11:40:36.015811,C15814,M2264,124.83,CAD,utilities,D84085,US,11,0,1598,255.34,4,0
94ec99f4-aa4f-4d39-a9a7-01e7546df673,2025-08-08T03:44:00.015811,C3201,M286,5.88,CAD,electronics,D59906,AU,3,4,1495,15.33,2,0
e9e8d1f5-8956-44b1-8ce3-b424eb2f4260,2025-08-01T18:08:39.015811,C19279,M3107,129.75,CAD,retail,D90313,CA,18,4,3571,342.22,3,0
b2fde3f0-d3db-4651-9954-a93a5d678289,2025-10-03T21:08:35.015811,C2420,M107,110.58,CAD,entertainment,D92286,US,21,4,2312,9.68,2,0
efd4958f-b07a-4f65-9641-0e184a5b4cd7,2025-08-14T04:34:58.015811,C19382,M2203,303.75,CAD,travel,D1972,GB,4,3,4602,778.7,4,0
18f61133-0157-4246-9427-4ee187a6ba24,2025-08-20T00:45:35.015811,C4615,M3096,162.38,CAD,entertainment,D20881,AU,0,2,4972,363.88,1,0
428f2774-d03e-489d-abc2-5c6189c2d7dd,2025-08-19T15:16:42.015811,C18201,M4261,140.75,CAD,entertainment,D63609,IN,15,1,596,289.89,4,0
5aa20145-42a7-4728-8b18-b5cc6bdc9793,2025-09-07T13:40:54.015811,C14862,M636,176.24,CAD,retail,D77949,US,13,6,1037,341.22,2,0
520c828f-73c3-4830-bbf3-9ad442455b05,2025-08-12T13:06:25.015811,C17105,M4730,172.03,CAD,grocery,D39679,CA,13,1,4533,1113.07,4,0
3717f00e-9cf1-41fc-9d68-2965d464643c,2025-09-29T07:13:22.015811,C2387,M3777,107.93,CAD,electronics,D15438,AU,7,0,3987,362.03,5,0
b512d23e-3845-418d-971b-eb01d073b4c9,2025-08-26T09:48:47.015811,C9726,M3155,190.54,CAD,retail,D88209,IN,9,1,1186,232.09,4,0
dca0713c-6050-453e-926c-6d004f2d59bb,2025-09-29T10:33:12.015811,C14279,M2182,61.77,CAD,electronics,D43814,IN,10,0,4814,665.41,2,0
1a98c830-2da0-4984-b4c8-60b1db06ffd5,2025-09-07T05:42:45.015811,C8730,M1081,43.59,CAD,entertainment,D48870,AU,5,6,372,258.14,1,1
dda14444-a78b-4170-a6b6-d80a1f80a950,2025-08-17T16:47:48.015811,C4638,M1035,375.46,CAD,retail,D96249,CA,16,6,520,546.75,5,0
773ba46f-605d-47f5-bb07-34828cde45ff,2025-09-03T00:11:35.015811,C9015,M433,136.53,CAD,retail,D61605,US,0,2,4122,155.51,2,0
609e83de-74e0-4b30-91f7-0caa7be7b9ff,2025-07-18T20:16:03.015811,C9175,M42,30.13,CAD,entertainment,D67727,US,20,4,1319,632.9,1,0
bfce8689-afb1-4fd7-95c1-7d4079a559c1,2025-09-02T01:38:42.015811,C2376,M3191,318.24,CAD,entertainment,D98705,CA,1,1,750,123.95,0,0
81a84073-85a3-4455-a06c-70d96527deda,2025-07-22T21:17:30.015811,C15199,M895,95.78,CAD,entertainment,D5718,GB,21,1,1863,348.49,1,0
f668dca0-abe5-45df-be2e-16904fae5ba0,2025-10-09T15:05:16.015811,C15152,M581,346.03,CAD,entertainment,D604,AU,15,3,2101,1480.21,5,0
03462dc2-4fe8-4d01-b0ec-1bec21f99c19,2025-08-24T20:45:29.015811,C18809,M2559,173.13,CAD,grocery,D84655,US,20,6,4649,420.77,4,0
6f3fd6df-89c0-466f-9792-3b6a0ee50838,2025-07-20T19:30:36.015811,C13505,M2824,50.44,CAD,electronics,D15148,AU,19,6,722,413.79,3,0
bea46d0a-5855-4364-b405-7459f3c6a918,2025-09-12T15:14:20.015811,C17643,M678,70.59,CAD,utilities,D4656,GB,15,4,2723,68.93,4,0
3db64c4f-035a-47e6-a095-9c9302f4bf7a,2025-09-03T15:52:05.015811,C7268,M1501,33.31,CAD,retail,D95470,GB,15,2,3587,216.07,1,0
6fb898e8-7ed3-4110-a9cf-16dc6e45dc80,2025-07-15T15:33:51.015811,C4961,M3447,160.75,CAD,grocery,D71523,AU,15,1,319,743.57,4,0
1a0d73ed-e936-4611-8697-100dea410c8c,2025-08-04T03:06:33.015811,C8237,M2455,167.31,CAD,grocery,D29865,AU,3,0,2441,321.02,0,0
9ddeb923-f169-4b08-93ee-02fbe762184c,2025-10-07T15:54:49.015811,C14599,M3640,116.84,CAD,grocery,D10494,GB,15,1,3253,153.2,5,0
334e0180-6197-4f46-a832-02d0e393be12,2025-08-16T03:18:25.015811,C1115,M4431,98.25,CAD,entertainment,D40564,CA,3,5,4916,113.73,0,0
5534bdf4-e27c-4a58-ae5f-3a42cc53e981,2025-08-28T21:24:51.015811,C16631,M3178,40.76,CAD,retail,D43062,GB,21,3,3647,657.26,0,0
de819c02-f425-4603-89f7-cd6ac4081cf3,2025-08-13T12:35:19.015811,C12156,M1916,95.82,CAD,grocery,D10900,US,12,2,6,168.13,4,0
316104eb-ca5c-4121-9fee-f83018d112bd,2025-10-07T00:53:19.015811,C347,M1294,427.68,CAD,entertainment,D6656,CA,0,1,2618,120.33,5,0
c79d41b9-7f73-410e-8950-a47b94d6669e,2025-07-16T19:16:17.015811,C11372,M4819,81.91,CAD,entertainment,D4194,AU,19,2,2315,67.47,0,0
0617cd48-cf92-4502-8613-a091b3fe3557,2025-08-05T10:42:50.015811,C6268,M1058,137.92,CAD,electronics,D92838,IN,10,1,3000,563.11,5,0
ac158ff0-641f-488d-ba78-5008a298cc9d,2025-10-06T10:20:39.015811,C1578,M80,230.28,CAD,grocery,D94552,CA,10,0,1666,634.92,0,0
733ec5d9-210d-4a58-9e65-43f18c5ae440,2025-09-30T13:50:59.015811,C1030,M1758,127.0,CAD,entertainment,D99657,GB,13,1,528,91.43,4,0
43d2337f-bd68-4ced-aafb-6fe395042ea8,2025-09-21T07:43:36.015811,C11037,M1428,291.79,CAD,grocery,D74329,GB,7,6,1201,69.2,0,0
d94941a1-8c3c-4f36-864c-38b78e35a45d,2025-08-26T13:02:25.015811,C18658,M4732,177.0,CAD,electronics,D71762,CA,13,1,604,445.73,3,0
c5c4714d-0671-4fd1-8521-4df179f14499,2025-07-29T06:01:35.015811,C7918,M3924,150.33,CAD,retail,D28549,US,6,1,4672,650.41,1,0
b2b583b7-43f7-47dc-9833-679a0b850424,2025-09-04T16:41:14.015811,C16082,M3756,112.23,CAD,retail,D43004,CA,16,3,1786,154.01,0,0
a852f9e3-851e-404d-b353-25ee1e24a448,2025-09-22T04:22:59.015811,C12435,M2565,80.8,CAD,retail,D13864,AU,4,0,4402,215.25,5,0
f4665766-cb49-4c54-8ba6-d54f4c2fa337,2025-08-18T05:08:11.015811,C4898,M1793,321.52,CAD,utilities,D9142,CA,5,0,262,472.15,3,0
0be1fc30-50cc-4d2d-895c-8c92e02a038d,2025-10-08T07:28:29.015811,C11671,M2002,7.56,CAD,travel,D54265,IN,7,2,2075,207.54,0,0
0bde439a-9cf2-47fa-9f9b-65088d2f29f1,2025-09-04T16:48:00.015811,C14552,M1802,327.55,CAD,retail,D88912,GB,16,3,3740,268.6,4,0
8ebda56f-1c33-4178-9c77-dfc890610e4d,2025-08-21T02:13:49.015811,C14784,M2649,422.18,CAD,retail,D77781,IN,2,3,3470,253.17,1,0
2db84b70-98bc-4230-9f37-11c8917a55a0,2025-09-19T11:42:52.015811,C13733,M1468,330.78,CAD,retail,D48503,GB,11,4,4266,170.92,3,0
6de72afb-fca4-4a3e-bf96-cea615a0df87,2025-08-06T08:20:28.015811,C19525,M1033,2.94,CAD,retail,D45122,US,8,2,1849,677.77,1,0
b739b183-4815-4aef-b35f-bc185e5cb088,2025-08-05T19:28:35.015811,C5514,M811,212.84,CAD,entertainment,D8851,GB,19,1,4297,846.81,3,0
ea2ea098-2abd-4540-b6e2-e5306596f102,2025-08-07T04:09:55.015811,C11995,M4633,40.68,CAD,retail,D57217,US,4,3,4388,295.22,0,0
d4f812df-1a05-42a8-aeaa-ef279d197e27,2025-07-19T07:20:44.015811,C10255,M4662,282.52,CAD,grocery,D92272,CA,7,5,3128,455.49,0,0
e606e697-a94e-4495-8889-a4be3a528bd3,2025-07-29T18:04:01.015811,C11131,M1937,142.81,CAD,entertainment,D28305,CA,18,1,4486,149.97,3,0
74ffe3f4-f8b1-4cd6-a8a3-d84906886ab0,2025-07-26T18:48:44.015811,C16682,M2262,100.1,CAD,utilities,D86162,CA,18,5,4210,138.97,3,0
4c97c087-7018-448f-b829-1a46ff262944,2025-10-07T13:48:48.015811,C5821,M4516,70.72,CAD,retail,D29969,US,13,1,1274,231.04,5,0
cd615b74-e4ee-413b-bfc5-52486a89ee35,2025-09-30T00:44:53.015811,C17200,M899,32.5,CAD,electronics,D75665,IN,0,1,1608,654.38,5,0
6646b89d-788a-4ef3-82ca-02c2b23533a3,2025-10-11T13:11:02.015811,C4181,M296,206.02,CAD,grocery,D93638,US,13,5,1795,347.12,1,0
31c8147d-37ca-4227-b104-82e25fd51d03,2025-10-02T19:01:36.015811,C7986,M3056,40.42,CAD,retail,D33223,AU,19,3,1615,13.69,0,0
32d9d3fe-5127-4656-b1b9-13a0e4dd76f1,2025-07-27T19:38:55.015811,C19493,M1891,136.61,CAD,travel,D80099,IN,19,6,1838,134.85,0,0
1cc352fc-164c-4585-bf25-ecdd06956a95,2025-08-15T17:38:27.015811,C2938,M3406,233.42,CAD,electronics,D9703,AU,17,4,2446,300.13,1,0
1f8bba62-d14e-4b26-8c81-a56ba439a088,2025-08-22T06:31:44.015811,C7149,M978,79.04,CAD,travel,D36164,CA,6,4,3172,310.37,0,0
8282415a-d4c6-4287-9328-93e823c45c91,2025-09-23T02:30:08.015811,C3884,M3439,145.51,CAD,grocery,D73031,GB,2,1,3422,1048.41,3,0
415c045e-48df-4803-ba7b-bc91221a5a5d,2025-07-19T15:59:40.015811,C1330,M3139,75.61,CAD,retail,D74755,IN,15,5,3226,288.42,4,0
c9977581-7add-4b8b-9859-d43c8a22224e,2025-07-30T17:30:27.015811,C8348,M2462,217.76,CAD,grocery,D25736,GB,17,2,4954,804.14,4,0
a490117f-90dc-44b3-bc8c-346a14a7bdcc,2025-10-11T23:41:31.015811,C9906,M4953,112.22,CAD,retail,D22144,AU,23,5,1104,343.01,0,0
e92215c9-f337-4970-b552-cf2056af2232,2025-09-28T13:22:43.015811,C8380,M1774,317.72,CAD,electronics,D96842,GB,13,6,4545,644.28,1,0
46a7d816-123c-4656-8c98-849dce0c95f7,2025-08-23T20:16:29.015811,C16818,M322,162.2,CAD,electronics,D90079,IN,20,5,804,731.48,1,0
dc32c522-0377-4133-9d1f-8ff46585cfd6,2025-08-03T11:42:48.015811,C10196,M694,218.87,CAD,grocery,D28915,US,11,6,4586,271.92,1,0
89fdadff-225e-4d6a-8440-86e13a0eebd4,2025-09-15T11:05:46.015811,C15104,M1530,108.87,CAD,retail,D26517,CA,11,0,1974,95.76,2,0
efaf773e-9e17-44a4-aedd-31dfec041a6c,2025-08-22T10:55:07.015811,C16368,M3324,19.35,CAD,grocery,D61199,AU,10,4,4618,610.21,3,0
dabd78f0-3437-43a4-9f9a-e3386f99d850,2025-08-04T16:15:17.015811,C8791,M2749,77.09,CAD,grocery,D35502,AU,16,0,3168,402.59,0,0
fa6a162a-c44b-4323-b13f-89c89096ede6,2025-07-16T20:34:42.015811,C9187,M1037,36.35,CAD,grocery,D70188,CA,20,2,4692,267.18,4,0
8f3d82ee-d24f-4dd5-ad5f-80828ebeeb53,2025-09-13T01:44:12.015811,C16648,M718,118.44,CAD,utilities,D48656,IN,1,5,3124,314.29,1,0
222527f8-1eab-40e1-b316-0ede74eb5277,2025-07-15T05:40:49.015811,C7849,M111,134.59,CAD,retail,D48227,IN,5,1,973,222.41,2,0
cb690876-244f-46e7-afe6-68b2cd591a41,2025-08-08T23:44:02.015811,C8677,M4461,182.24,CAD,utilities,D54455,CA,23,4,2466,821.66,1,0
25f4dc63-3377-42dd-98d6-06015240d821,2025-10-07T09:28:27.015811,C14838,M4642,122.34,CAD,grocery,D13665,CA,9,1,246,432.88,0,0
659bdde8-76cd-4181-b70e-1624a00a0de7,2025-08-22T06:39:31.015811,C11675,M1369,53.12,CAD,grocery,D71957,AU,6,4,757,257.71,5,0
08e0207c-3034-4dfe-967b-e7777e1be86b,2025-07-17T19:08:34.015811,C5775,M3547,136.95,CAD,entertainment,D88961,AU,19,3,399,121.34,1,0
165d1cb4-9ce2-4ab9-aef3-3d98f816b117,2025-07-25T14:28:22.015811,C830,M4334,121.84,CAD,entertainment,D19345,US,14,4,3644,367.01,3,0
2f9fab7e-0f7f-46ee-aa91-6d0480500374,2025-09-11T08:48:32.015811,C13328,M1543,86.62,CAD,utilities,D82484,GB,8,3,1250,936.83,0,0
32a12751-0210-450f-bad3-f1a3cae396be,2025-09-07T03:16:28.015811,C10666,M4253,18.23,CAD,utilities,D23355,US,3,6,539,251.47,5,0
cc525357-1148-49ab-8fd5-ae8e710778e2,2025-09-23T21:30:30.015811,C3930,M3486,18.72,CAD,electronics,D90742,CA,21,1,1783,785.8,5,0
d5c5cfe3-6a9a-432c-ac4e-830eabeb9d46,2025-08-25T19:36:02.015811,C5390,M288,67.0,CAD,entertainment,D46015,US,19,0,4245,691.72,1,0
88b978aa-f627-4c83-8a98-38090c92c54d,2025-08-12T12:51:20.015811,C15881,M2017,103.32,CAD,electronics,D46170,US,12,1,1923,145.84,5,0
3e354156-32f1-492c-adbe-8cb429eaf5a2,2025-08-30T20:01:52.015811,C7434,M1558,61.11,CAD,utilities,D90596,US,20,5,2901,196.19,3,0
2e30884b-f277-439e-93e6-10ed31791b23,2025-09-08T20:00:17.015811,C1139,M3847,117.87,CAD,travel,D60178,CA,20,0,4190,171.51,0,0
4fc4a295-71b3-45a2-b2bf-e9a59b9bff5b,2025-07-26T11:18:33.015811,C5191,M1638,113.38,CAD,grocery,D20444,AU,11,5,818,282.8,4,0
52d2faad-7fce-479d-af02-30d0ad1ae096,2025-08-19T14:42:20.015811,C18358,M1499,248.8,CAD,grocery,D82611,AU,14,1,2148,432.86,3,0
f771ef37-5966-4fb1-8913-172328a131ea,2025-09-11T07:52:53.015811,C14504,M2152,50.32,CAD,electronics,D28403,US,7,3,1161,407.8,4,0
b8aafe98-b66d-4afd-9a0d-d5f1d7337c91,2025-09-27T20:48:35.015811,C11342,M4590,174.88,CAD,entertainment,D89828,US,20,5,1464,719.26,0,0
c6b75f60-bebe-4c23-ac1f-71ec1593143c,2025-07-25T02:23:27.015811,C11061,M1730,110.75,CAD,grocery,D83288,AU,2,4,2005,87.17,4,0
864679eb-df0b-41b4-bc07-b63ec14b3923,2025-09-04T06:55:32.015811,C16115,M2260,43.41,CAD,grocery,D41322,US,6,3,4579,576.52,0,0
04f072de-69cb-4b0b-a39d-ea1dfb0886cf,2025-10-05T20:25:23.015811,C7201,M3157,61.16,CAD,travel,D37595,AU,20,6,1878,471.7,5,0
ca02f8c5-86ea-45ac-bf8d-d9974181a9d3,2025-10-06T16:10:55.015811,C10284,M2268,96.66,CAD,utilities,D82079,CA,16,0,3018,102.56,2,0
655c00cf-ac2d-452c-adc9-3f0b5de32732,2025-08-18T20:10:46.015811,C11214,M2703,126.95,CAD,electronics,D11971,IN,20,0,3080,496.41,2,0
37a6b87c-b1a4-422a-925b-00e26193d511,2025-08-25T14:18:06.015811,C11723,M1515,30.69,CAD,utilities,D2381,GB,14,0,1383,343.63,0,0
7788ba5e-d188-410f-96e5-46e13ebd8a99,2025-07-20T15:36:44.015811,C16258,M788,51.57,CAD,retail,D9607,US,15,6,4683,207.98,4,0
2b231919-7da8-4c9a-b729-80c495d99266,2025-08-22T03:58:43.015811,C18565,M3719,120.41,CAD,travel,D28262,CA,3,4,1352,337.03,1,0
144a5b8f-19f2-4b31-85c8-2a67d298de49,2025-08-15T08:57:21.015811,C6075,M1081,129.85,CAD,utilities,D60344,GB,8,4,4725,377.68,2,0
ffcd9553-eb1f-4385-8a3d-625e2f537707,2025-08-11T22:19:38.015811,C6816,M4684,94.19,CAD,retail,D50100,GB,22,0,2530,172.12,5,0
ca0b2c78-9673-4bd6-932f-bb705dbbfb88,2025-08-17T16:14:10.015811,C10974,M1489,75.44,CAD,retail,D76821,CA,16,6,2884,1051.73,3,0
bd4c882f-7bfc-4b2e-b852-6b460fb65660,2025-09-16T09:06:25.015811,C9267,M4613,209.15,CAD,grocery,D903,CA,9,1,10,140.44,3,0
b72f12fe-09fb-46c3-a836-326968b560c1,2025-09-12T19:07:30.015811,C17851,M3566,148.76,CAD,grocery,D59001,GB,19,4,730,331.83,2,0
87d3d3fc-dea4-4658-874d-395b7cea7581,2025-10-09T12:52:55.015811,C8420,M2709,21.35,CAD,grocery,D91624,US,12,3,3853,179.13,3,0
b759adae-fbba-4eed-9816-17df87a084c5,2025-08-18T22:55:46.015811,C13980,M1528,44.84,CAD,entertainment,D18004,IN,22,0,3115,194.4,5,0
3f44c280-bff6-4924-990a-d5092c101087,2025-08-28T13:50:12.015811,C261,M1469,109.77,CAD,travel,D60644,AU,13,3,1691,337.19,0,0
949115bb-0abb-4fe1-9c45-7a1f671e5407,2025-08-14T04:40:08.015811,C9503,M4297,199.37,CAD,travel,D43962,IN,4,3,3224,278.86,5,0
9a84a884-a9ae-4898-b131-1cd95576c0e8,2025-09-13T19:56:27.015811,C10827,M2145,460.5,CAD,grocery,D29021,GB,19,5,2109,846.49,2,0
c2111b7d-e9ef-4ce5-8fba-30c6465f70c9,2025-09-04T09:56:59.015811,C18658,M4944,184.67,CAD,retail,D92496,GB,9,3,2260,480.02,4,0
898fa9be-ed56-49bf-abf8-83552983db06,2025-07-19T15:51:12.015811,C13433,M2162,14.5,CAD,utilities,D91700,IN,15,5,1404,264.5,4,0
c2ded788-fbc8-419c-9ab9-e03ad69b9342,2025-08-03T13:35:53.015811,C7161,M4716,225.18,CAD,utilities,D68471,IN,13,6,2209,112.32,0,0
c7eab7c4-54e6-4d1c-a391-9a3bb13f72be,2025-07-31T00:04:28.015811,C18711,M3650,49.82,CAD,retail,D62750,CA,0,3,3924,263.56,4,0
11f99764-e4c2-429d-a54a-466562459e6c,2025-09-14T22:40:18.015811,C13527,M3036,101.4,CAD,retail,D16471,CA,22,6,2003,28.44,4,0
a9e7c346-6d60-42aa-9023-cb9d39ac78ff,2025-09-13T06:18:37.015811,C12502,M526,54.7,CAD,travel,D3590,US,6,5,2915,117.24,1,0
42e41389-de52-4839-a66c-4268104dc3eb,2025-08-29T00:16:39.015811,C10923,M3224,187.26,CAD,travel,D82314,AU,0,4,19,454.81,0,0
1d70b9ba-f49a-4301-86b2-7a5e2629d8b3,2025-08-14T15:22:56.015811,C7157,M564,82.27,CAD,grocery,D33997,GB,15,3,3249,307.38,1,0
5ce749df-335b-4f8f-95e9-69d70b527145,2025-08-20T08:17:19.015811,C12157,M394,63.37,CAD,retail,D87917,US,8,2,275,362.54,3,0
60d6a675-106f-4bee-a416-9c963831b4e8,2025-10-02T08:26:01.015811,C614,M2468,75.15,CAD,travel,D66118,AU,8,3,4426,863.97,5,0
d80f5471-1ef6-4d09-b127-915ff8debd42,2025-08-05T02:10:52.015811,C4616,M4662,181.83,CAD,utilities,D85698,CA,2,1,3992,346.51,3,0
cacc4c8e-e47a-4ee5-aa4d-49262689012d,2025-10-09T04:06:30.015811,C9900,M1703,74.27,CAD,utilities,D6152,US,4,3,1327,941.84,2,0
9e38c7d1-89bc-4db4-b1e2-91e53ecb39a0,2025-09-09T23:11:32.015811,C5937,M3674,284.26,CAD,utilities,D99455,US,23,1,1630,180.34,1,0
a13c1448-f3ce-40a2-bc01-b66240b72b62,2025-09-20T02:51:06.015811,C306,M1117,14.03,CAD,travel,D14131,US,2,5,1675,192.27,3,0
0b500098-2d1e-4d5d-9ae0-f6482d59c587,2025-08-02T13:05:29.015811,C4026,M3505,315.0,CAD,utilities,D57350,AU,13,5,1164,819.35,2,0
70d3b52a-ec4e-4b3d-b8ca-d55d13c01f64,2025-09-12T05:08:23.015811,C8164,M465,60.92,CAD,retail,D10256,US,5,4,1891,720.25,2,0
4f780025-9872-4a88-8f87-bbb76a2f75f3,2025-09-26T05:59:32.015811,C7701,M238,71.45,CAD,electronics,D17277,CA,5,4,1041,438.99,4,0
7fcdf00b-712a-4d0f-b017-54316dd84807,2025-07-27T10:03:27.015811,C537,M745,134.91,CAD,retail,D17355,GB,10,6,427,939.17,2,0
1f4993b7-c653-4ca6-872c-744f65d8635d,2025-08-20T18:13:41.015811,C15158,M833,377.31,CAD,entertainment,D64906,GB,18,2,2134,327.23,4,0
fdc72660-97d0-4003-be44-de159d565ad7,2025-09-25T01:26:56.015811,C8642,M410,114.83,CAD,retail,D57765,US,1,3,3844,542.44,0,0
27bff263-d7ad-4c64-8618-8476d086b803,2025-09-12T01:42:59.015811,C19622,M329,337.2,CAD,entertainment,D50500,AU,1,4,4373,233.03,4,0
66a5a510-c266-47f0-a71d-151501735f6c,2025-09-28T12:02:21.015811,C8107,M3977,79.33,CAD,travel,D10002,US,12,6,817,133.47,0,0
6879abd9-401e-4359-a851-57327eb045f1,2025-08-29T08:37:21.015811,C16827,M344,76.06,CAD,entertainment,D54517,IN,8,4,410,601.43,0,0
2ab8b938-4e72-4eff-9fd9-f68bdfdf6fbb,2025-10-08T00:16:38.015811,C15884,M2387,240.4,CAD,electronics,D78416,US,0,2,2888,115.06,4,0
